State,Age Group,Age Group Count,Education Level,Education Count,Mean/Median Income,Value,Poverty/Total Pop,Poverty/Total Pop Count
Delaware ,Total,973764.0,Proportion HS through AA,0.594,Median Income,51421.0,Percent Estimate,0.1125799641252758
Delaware ,Total,973764.0,Proportion HS through AA,0.594,Mean Income,66777.0,Below Poverty Estimate,106383.0
Delaware ,Total,973764.0,Proportion HS through AA,0.594,Mean Income,66777.0,Total Estimate,944955.0
Delaware ,Total,973764.0,Proportion HS through AA,0.594,Mean Income,66777.0,Percent Estimate,0.1125799641252758
Delaware ,Total,973764.0,Bachelor's or Higher,236461.0,Median Income,51421.0,Below Poverty Estimate,106383.0
Delaware ,Total,973764.0,Bachelor's or Higher,236461.0,Median Income,51421.0,Total Estimate,944955.0
Delaware ,Total,973764.0,Bachelor's or Higher,236461.0,Median Income,51421.0,Percent Estimate,0.1125799641252758
Delaware ,Total,973764.0,Bachelor's or Higher,236461.0,Mean Income,66777.0,Below Poverty Estimate,106383.0
Delaware ,Total,973764.0,Bachelor's or Higher,236461.0,Mean Income,66777.0,Total Estimate,944955.0
Delaware ,Total,973764.0,Bachelor's or Higher,236461.0,Mean Income,66777.0,Percent Estimate,0.1125799641252758
Delaware ,Total,973764.0,Proportion BA or Higher,0.307,Median Income,51421.0,Below Poverty Estimate,106383.0
Delaware ,Total,973764.0,Proportion BA or Higher,0.307,Median Income,51421.0,Total Estimate,944955.0
Delaware ,Total,973764.0,Proportion BA or Higher,0.307,Median Income,51421.0,Percent Estimate,0.1125799641252758
Delaware ,Total,973764.0,Proportion BA or Higher,0.307,Mean Income,66777.0,Below Poverty Estimate,106383.0
Delaware ,Total,973764.0,Proportion BA or Higher,0.307,Mean Income,66777.0,Total Estimate,944955.0
Delaware ,Total,973764.0,Proportion BA or Higher,0.307,Mean Income,66777.0,Percent Estimate,0.1125799641252758
Delaware ,Total,973764.0,Total,769818.0,Median Income,51421.0,Below Poverty Estimate,106383.0
Delaware ,Total,973764.0,Total,769818.0,Median Income,51421.0,Total Estimate,944955.0
Delaware ,Total,973764.0,Total,769818.0,Median Income,51421.0,Percent Estimate,0.1125799641252758
Delaware ,Total,973764.0,Total,769818.0,Mean Income,66777.0,Below Poverty Estimate,106383.0
Delaware ,Total,973764.0,Total,769818.0,Mean Income,66777.0,Total Estimate,944955.0
Delaware ,Total,973764.0,Total,769818.0,Mean Income,66777.0,Percent Estimate,0.1125799641252758
Delaware ,Proportion under 18,0.209,Less than High School,75735.0,Median Income,51421.0,Below Poverty Estimate,106383.0
Delaware ,Proportion under 18,0.209,Less than High School,75735.0,Median Income,51421.0,Total Estimate,944955.0
Delaware ,Proportion under 18,0.209,Less than High School,75735.0,Median Income,51421.0,Percent Estimate,0.1125799641252758
Delaware ,Proportion under 18,0.209,Less than High School,75735.0,Mean Income,66777.0,Below Poverty Estimate,106383.0
Delaware ,Proportion under 18,0.209,Less than High School,75735.0,Mean Income,66777.0,Total Estimate,944955.0
Delaware ,Proportion under 18,0.209,Less than High School,75735.0,Mean Income,66777.0,Percent Estimate,0.1125799641252758
Delaware ,Proportion under 18,0.209,Proportion Less than HS,0.098,Median Income,51421.0,Below Poverty Estimate,106383.0
Delaware ,Proportion under 18,0.209,Proportion Less than HS,0.098,Median Income,51421.0,Total Estimate,944955.0
Delaware ,Proportion under 18,0.209,Proportion Less than HS,0.098,Median Income,51421.0,Percent Estimate,0.1125799641252758
Delaware ,Proportion under 18,0.209,Proportion Less than HS,0.098,Mean Income,66777.0,Below Poverty Estimate,106383.0
Delaware ,Proportion under 18,0.209,Proportion Less than HS,0.098,Mean Income,66777.0,Total Estimate,944955.0
Delaware ,Proportion under 18,0.209,Proportion Less than HS,0.098,Mean Income,66777.0,Percent Estimate,0.1125799641252758
Delaware ,Proportion under 18,0.209,High School through Associates,457622.0,Median Income,51421.0,Below Poverty Estimate,106383.0
Delaware ,Proportion under 18,0.209,High School through Associates,457622.0,Median Income,51421.0,Total Estimate,944955.0
Delaware ,Proportion under 18,0.209,High School through Associates,457622.0,Median Income,51421.0,Percent Estimate,0.1125799641252758
Delaware ,Proportion under 18,0.209,High School through Associates,457622.0,Mean Income,66777.0,Below Poverty Estimate,106383.0
Delaware ,Proportion under 18,0.209,High School through Associates,457622.0,Mean Income,66777.0,Total Estimate,944955.0
Delaware ,Proportion under 18,0.209,High School through Associates,457622.0,Mean Income,66777.0,Percent Estimate,0.1125799641252758
Delaware ,Proportion under 18,0.209,Proportion HS through AA,0.594,Median Income,51421.0,Below Poverty Estimate,106383.0
Delaware ,Proportion under 18,0.209,Proportion HS through AA,0.594,Median Income,51421.0,Total Estimate,944955.0
Delaware ,Proportion under 18,0.209,Proportion HS through AA,0.594,Median Income,51421.0,Percent Estimate,0.1125799641252758
Delaware ,Proportion under 18,0.209,Proportion HS through AA,0.594,Mean Income,66777.0,Below Poverty Estimate,106383.0
Delaware ,Proportion under 18,0.209,Proportion HS through AA,0.594,Mean Income,66777.0,Total Estimate,944955.0
Delaware ,Proportion under 18,0.209,Proportion HS through AA,0.594,Mean Income,66777.0,Percent Estimate,0.1125799641252758
Delaware ,Proportion under 18,0.209,Bachelor's or Higher,236461.0,Median Income,51421.0,Below Poverty Estimate,106383.0
Delaware ,Proportion under 18,0.209,Bachelor's or Higher,236461.0,Median Income,51421.0,Total Estimate,944955.0
Delaware ,Proportion under 18,0.209,Bachelor's or Higher,236461.0,Median Income,51421.0,Percent Estimate,0.1125799641252758
Delaware ,Proportion under 18,0.209,Bachelor's or Higher,236461.0,Mean Income,66777.0,Below Poverty Estimate,106383.0
Delaware ,Proportion under 18,0.209,Bachelor's or Higher,236461.0,Mean Income,66777.0,Total Estimate,944955.0
Delaware ,Proportion under 18,0.209,Bachelor's or Higher,236461.0,Mean Income,66777.0,Percent Estimate,0.1125799641252758
Delaware ,Proportion under 18,0.209,Proportion BA or Higher,0.307,Median Income,51421.0,Below Poverty Estimate,106383.0
Delaware ,Proportion under 18,0.209,Proportion BA or Higher,0.307,Median Income,51421.0,Total Estimate,944955.0
Delaware ,Proportion under 18,0.209,Proportion BA or Higher,0.307,Median Income,51421.0,Percent Estimate,0.1125799641252758
Delaware ,Proportion under 18,0.209,Proportion BA or Higher,0.307,Mean Income,66777.0,Below Poverty Estimate,106383.0
Delaware ,Proportion under 18,0.209,Proportion BA or Higher,0.307,Mean Income,66777.0,Total Estimate,944955.0
Delaware ,Proportion under 18,0.209,Proportion BA or Higher,0.307,Mean Income,66777.0,Percent Estimate,0.1125799641252758
Delaware ,Proportion under 18,0.209,Total,769818.0,Median Income,51421.0,Below Poverty Estimate,106383.0
Delaware ,Proportion under 18,0.209,Total,769818.0,Median Income,51421.0,Total Estimate,944955.0
Delaware ,Proportion under 18,0.209,Total,769818.0,Median Income,51421.0,Percent Estimate,0.1125799641252758
Delaware ,Proportion under 18,0.209,Total,769818.0,Mean Income,66777.0,Below Poverty Estimate,106383.0
Delaware ,Proportion under 18,0.209,Total,769818.0,Mean Income,66777.0,Total Estimate,944955.0
Delaware ,Proportion under 18,0.209,Total,769818.0,Mean Income,66777.0,Percent Estimate,0.1125799641252758
Delaware ,Proportion between 18 and 64,0.596,Less than High School,75735.0,Median Income,51421.0,Below Poverty Estimate,106383.0
Delaware ,Proportion between 18 and 64,0.596,Less than High School,75735.0,Median Income,51421.0,Total Estimate,944955.0
Delaware ,Proportion between 18 and 64,0.596,Less than High School,75735.0,Median Income,51421.0,Percent Estimate,0.1125799641252758
Delaware ,Proportion between 18 and 64,0.596,Less than High School,75735.0,Mean Income,66777.0,Below Poverty Estimate,106383.0
Delaware ,Proportion between 18 and 64,0.596,Less than High School,75735.0,Mean Income,66777.0,Total Estimate,944955.0
Delaware ,Proportion between 18 and 64,0.596,Less than High School,75735.0,Mean Income,66777.0,Percent Estimate,0.1125799641252758
Delaware ,Proportion between 18 and 64,0.596,Proportion Less than HS,0.098,Median Income,51421.0,Below Poverty Estimate,106383.0
Delaware ,Proportion between 18 and 64,0.596,Proportion Less than HS,0.098,Median Income,51421.0,Total Estimate,944955.0
Delaware ,Proportion between 18 and 64,0.596,Proportion Less than HS,0.098,Median Income,51421.0,Percent Estimate,0.1125799641252758
Delaware ,Proportion between 18 and 64,0.596,Proportion Less than HS,0.098,Mean Income,66777.0,Below Poverty Estimate,106383.0
Delaware ,Proportion between 18 and 64,0.596,Proportion Less than HS,0.098,Mean Income,66777.0,Total Estimate,944955.0
Delaware ,Proportion between 18 and 64,0.596,Proportion Less than HS,0.098,Mean Income,66777.0,Percent Estimate,0.1125799641252758
Delaware ,Proportion between 18 and 64,0.596,High School through Associates,457622.0,Median Income,51421.0,Below Poverty Estimate,106383.0
Delaware ,Proportion between 18 and 64,0.596,High School through Associates,457622.0,Median Income,51421.0,Total Estimate,944955.0
Delaware ,Proportion between 18 and 64,0.596,High School through Associates,457622.0,Median Income,51421.0,Percent Estimate,0.1125799641252758
Delaware ,Proportion between 18 and 64,0.596,High School through Associates,457622.0,Mean Income,66777.0,Below Poverty Estimate,106383.0
Delaware ,Proportion between 18 and 64,0.596,High School through Associates,457622.0,Mean Income,66777.0,Total Estimate,944955.0
Delaware ,Proportion between 18 and 64,0.596,High School through Associates,457622.0,Mean Income,66777.0,Percent Estimate,0.1125799641252758
Delaware ,Proportion between 18 and 64,0.596,Proportion HS through AA,0.594,Median Income,51421.0,Below Poverty Estimate,106383.0
Delaware ,Proportion between 18 and 64,0.596,Proportion HS through AA,0.594,Median Income,51421.0,Total Estimate,944955.0
Delaware ,Proportion between 18 and 64,0.596,Proportion HS through AA,0.594,Median Income,51421.0,Percent Estimate,0.1125799641252758
Delaware ,Proportion between 18 and 64,0.596,Proportion HS through AA,0.594,Mean Income,66777.0,Below Poverty Estimate,106383.0
Delaware ,Proportion between 18 and 64,0.596,Proportion HS through AA,0.594,Mean Income,66777.0,Total Estimate,944955.0
Delaware ,Proportion between 18 and 64,0.596,Proportion HS through AA,0.594,Mean Income,66777.0,Percent Estimate,0.1125799641252758
Delaware ,Proportion between 18 and 64,0.596,Bachelor's or Higher,236461.0,Median Income,51421.0,Below Poverty Estimate,106383.0
Delaware ,Proportion between 18 and 64,0.596,Bachelor's or Higher,236461.0,Median Income,51421.0,Total Estimate,944955.0
Delaware ,Proportion between 18 and 64,0.596,Bachelor's or Higher,236461.0,Median Income,51421.0,Percent Estimate,0.1125799641252758
Delaware ,Proportion between 18 and 64,0.596,Bachelor's or Higher,236461.0,Mean Income,66777.0,Below Poverty Estimate,106383.0
Delaware ,Proportion between 18 and 64,0.596,Bachelor's or Higher,236461.0,Mean Income,66777.0,Total Estimate,944955.0
Delaware ,Proportion between 18 and 64,0.596,Bachelor's or Higher,236461.0,Mean Income,66777.0,Percent Estimate,0.1125799641252758
Delaware ,Proportion between 18 and 64,0.596,Proportion BA or Higher,0.307,Median Income,51421.0,Below Poverty Estimate,106383.0
Delaware ,Proportion between 18 and 64,0.596,Proportion BA or Higher,0.307,Median Income,51421.0,Total Estimate,944955.0
Delaware ,Proportion between 18 and 64,0.596,Proportion BA or Higher,0.307,Median Income,51421.0,Percent Estimate,0.1125799641252758
Delaware ,Proportion between 18 and 64,0.596,Proportion BA or Higher,0.307,Mean Income,66777.0,Below Poverty Estimate,106383.0
Delaware ,Proportion between 18 and 64,0.596,Proportion BA or Higher,0.307,Mean Income,66777.0,Total Estimate,944955.0
Delaware ,Proportion between 18 and 64,0.596,Proportion BA or Higher,0.307,Mean Income,66777.0,Percent Estimate,0.1125799641252758
Delaware ,Proportion between 18 and 64,0.596,Total,769818.0,Median Income,51421.0,Below Poverty Estimate,106383.0
Delaware ,Proportion between 18 and 64,0.596,Total,769818.0,Median Income,51421.0,Total Estimate,944955.0
Delaware ,Proportion between 18 and 64,0.596,Total,769818.0,Median Income,51421.0,Percent Estimate,0.1125799641252758
Delaware ,Proportion between 18 and 64,0.596,Total,769818.0,Mean Income,66777.0,Below Poverty Estimate,106383.0
Delaware ,Proportion between 18 and 64,0.596,Total,769818.0,Mean Income,66777.0,Total Estimate,944955.0
Delaware ,Proportion between 18 and 64,0.596,Total,769818.0,Mean Income,66777.0,Percent Estimate,0.1125799641252758
Delaware ,Proportion 65 and older,0.195,Less than High School,75735.0,Median Income,51421.0,Below Poverty Estimate,106383.0
Delaware ,Proportion 65 and older,0.195,Less than High School,75735.0,Median Income,51421.0,Total Estimate,944955.0
Delaware ,Proportion 65 and older,0.195,Less than High School,75735.0,Median Income,51421.0,Percent Estimate,0.1125799641252758
Delaware ,Proportion 65 and older,0.195,Less than High School,75735.0,Mean Income,66777.0,Below Poverty Estimate,106383.0
Delaware ,Proportion 65 and older,0.195,Less than High School,75735.0,Mean Income,66777.0,Total Estimate,944955.0
Delaware ,Proportion 65 and older,0.195,Less than High School,75735.0,Mean Income,66777.0,Percent Estimate,0.1125799641252758
Delaware ,Proportion 65 and older,0.195,Proportion Less than HS,0.098,Median Income,51421.0,Below Poverty Estimate,106383.0
Delaware ,Proportion 65 and older,0.195,Proportion Less than HS,0.098,Median Income,51421.0,Total Estimate,944955.0
Delaware ,Proportion 65 and older,0.195,Proportion Less than HS,0.098,Median Income,51421.0,Percent Estimate,0.1125799641252758
Delaware ,Proportion 65 and older,0.195,Proportion Less than HS,0.098,Mean Income,66777.0,Below Poverty Estimate,106383.0
Delaware ,Proportion 65 and older,0.195,Proportion Less than HS,0.098,Mean Income,66777.0,Total Estimate,944955.0
Delaware ,Proportion 65 and older,0.195,Proportion Less than HS,0.098,Mean Income,66777.0,Percent Estimate,0.1125799641252758
Delaware ,Proportion 65 and older,0.195,High School through Associates,457622.0,Median Income,51421.0,Below Poverty Estimate,106383.0
Delaware ,Proportion 65 and older,0.195,High School through Associates,457622.0,Median Income,51421.0,Total Estimate,944955.0
Delaware ,Proportion 65 and older,0.195,High School through Associates,457622.0,Median Income,51421.0,Percent Estimate,0.1125799641252758
Delaware ,Proportion 65 and older,0.195,High School through Associates,457622.0,Mean Income,66777.0,Below Poverty Estimate,106383.0
Delaware ,Proportion 65 and older,0.195,High School through Associates,457622.0,Mean Income,66777.0,Total Estimate,944955.0
Delaware ,Proportion 65 and older,0.195,High School through Associates,457622.0,Mean Income,66777.0,Percent Estimate,0.1125799641252758
Delaware ,Proportion 65 and older,0.195,Proportion HS through AA,0.594,Median Income,51421.0,Below Poverty Estimate,106383.0
Delaware ,Proportion 65 and older,0.195,Proportion HS through AA,0.594,Median Income,51421.0,Total Estimate,944955.0
Delaware ,Proportion 65 and older,0.195,Proportion HS through AA,0.594,Median Income,51421.0,Percent Estimate,0.1125799641252758
Delaware ,Proportion 65 and older,0.195,Proportion HS through AA,0.594,Mean Income,66777.0,Below Poverty Estimate,106383.0
Delaware ,Proportion 65 and older,0.195,Proportion HS through AA,0.594,Mean Income,66777.0,Total Estimate,944955.0
Delaware ,Proportion 65 and older,0.195,Proportion HS through AA,0.594,Mean Income,66777.0,Percent Estimate,0.1125799641252758
Delaware ,Proportion 65 and older,0.195,Bachelor's or Higher,236461.0,Median Income,51421.0,Below Poverty Estimate,106383.0
Delaware ,Proportion 65 and older,0.195,Bachelor's or Higher,236461.0,Median Income,51421.0,Total Estimate,944955.0
Delaware ,Proportion 65 and older,0.195,Bachelor's or Higher,236461.0,Median Income,51421.0,Percent Estimate,0.1125799641252758
Delaware ,Proportion 65 and older,0.195,Bachelor's or Higher,236461.0,Mean Income,66777.0,Below Poverty Estimate,106383.0
Delaware ,Proportion 65 and older,0.195,Bachelor's or Higher,236461.0,Mean Income,66777.0,Total Estimate,944955.0
Delaware ,Proportion 65 and older,0.195,Bachelor's or Higher,236461.0,Mean Income,66777.0,Percent Estimate,0.1125799641252758
Delaware ,Proportion 65 and older,0.195,Proportion BA or Higher,0.307,Median Income,51421.0,Below Poverty Estimate,106383.0
Delaware ,Proportion 65 and older,0.195,Proportion BA or Higher,0.307,Median Income,51421.0,Total Estimate,944955.0
Delaware ,Proportion 65 and older,0.195,Proportion BA or Higher,0.307,Median Income,51421.0,Percent Estimate,0.1125799641252758
Delaware ,Proportion 65 and older,0.195,Proportion BA or Higher,0.307,Mean Income,66777.0,Below Poverty Estimate,106383.0
Delaware ,Proportion 65 and older,0.195,Proportion BA or Higher,0.307,Mean Income,66777.0,Total Estimate,944955.0
Delaware ,Proportion 65 and older,0.195,Proportion BA or Higher,0.307,Mean Income,66777.0,Percent Estimate,0.1125799641252758
Delaware ,Proportion 65 and older,0.195,Total,769818.0,Median Income,51421.0,Below Poverty Estimate,106383.0
Delaware ,Proportion 65 and older,0.195,Total,769818.0,Median Income,51421.0,Total Estimate,944955.0
Delaware ,Proportion 65 and older,0.195,Total,769818.0,Median Income,51421.0,Percent Estimate,0.1125799641252758
Delaware ,Proportion 65 and older,0.195,Total,769818.0,Mean Income,66777.0,Below Poverty Estimate,106383.0
Delaware ,Proportion 65 and older,0.195,Total,769818.0,Mean Income,66777.0,Total Estimate,944955.0
Delaware ,Proportion 65 and older,0.195,Total,769818.0,Mean Income,66777.0,Percent Estimate,0.1125799641252758
District of Columbia ,Under 18 years,127901.0,Less than High School,44367.0,Median Income,80445.0,Below Poverty Estimate,90534.0
District of Columbia ,Under 18 years,127901.0,Less than High School,44367.0,Median Income,80445.0,Total Estimate,673041.0
District of Columbia ,Under 18 years,127901.0,Less than High School,44367.0,Median Income,80445.0,Percent Estimate,0.1345148363918394
District of Columbia ,Under 18 years,127901.0,Less than High School,44367.0,Mean Income,103354.0,Below Poverty Estimate,90534.0
District of Columbia ,Under 18 years,127901.0,Less than High School,44367.0,Mean Income,103354.0,Total Estimate,673041.0
District of Columbia ,Under 18 years,127901.0,Less than High School,44367.0,Mean Income,103354.0,Percent Estimate,0.1345148363918394
District of Columbia ,Under 18 years,127901.0,Proportion Less than HS,0.077,Median Income,80445.0,Below Poverty Estimate,90534.0
District of Columbia ,Under 18 years,127901.0,Proportion Less than HS,0.077,Median Income,80445.0,Total Estimate,673041.0
District of Columbia ,Under 18 years,127901.0,Proportion Less than HS,0.077,Median Income,80445.0,Percent Estimate,0.1345148363918394
District of Columbia ,Under 18 years,127901.0,Proportion Less than HS,0.077,Mean Income,103354.0,Below Poverty Estimate,90534.0
District of Columbia ,Under 18 years,127901.0,Proportion Less than HS,0.077,Mean Income,103354.0,Total Estimate,673041.0
District of Columbia ,Under 18 years,127901.0,Proportion Less than HS,0.077,Mean Income,103354.0,Percent Estimate,0.1345148363918394
District of Columbia ,Under 18 years,127901.0,High School through Associates,215247.0,Median Income,80445.0,Below Poverty Estimate,90534.0
District of Columbia ,Under 18 years,127901.0,High School through Associates,215247.0,Median Income,80445.0,Total Estimate,673041.0
District of Columbia ,Under 18 years,127901.0,High School through Associates,215247.0,Median Income,80445.0,Percent Estimate,0.1345148363918394
District of Columbia ,Under 18 years,127901.0,High School through Associates,215247.0,Mean Income,103354.0,Below Poverty Estimate,90534.0
District of Columbia ,Under 18 years,127901.0,High School through Associates,215247.0,Mean Income,103354.0,Total Estimate,673041.0
District of Columbia ,Under 18 years,127901.0,High School through Associates,215247.0,Mean Income,103354.0,Percent Estimate,0.1345148363918394
District of Columbia ,Under 18 years,127901.0,Proportion HS through AA,0.372,Median Income,80445.0,Below Poverty Estimate,90534.0
District of Columbia ,Under 18 years,127901.0,Proportion HS through AA,0.372,Median Income,80445.0,Total Estimate,673041.0
District of Columbia ,Under 18 years,127901.0,Proportion HS through AA,0.372,Median Income,80445.0,Percent Estimate,0.1345148363918394
District of Columbia ,Under 18 years,127901.0,Proportion HS through AA,0.372,Mean Income,103354.0,Below Poverty Estimate,90534.0
District of Columbia ,Under 18 years,127901.0,Proportion HS through AA,0.372,Mean Income,103354.0,Total Estimate,673041.0
District of Columbia ,Under 18 years,127901.0,Proportion HS through AA,0.372,Mean Income,103354.0,Percent Estimate,0.1345148363918394
District of Columbia ,Under 18 years,127901.0,Bachelor's or Higher,318234.0,Median Income,80445.0,Below Poverty Estimate,90534.0
District of Columbia ,Under 18 years,127901.0,Bachelor's or Higher,318234.0,Median Income,80445.0,Total Estimate,673041.0
District of Columbia ,Under 18 years,127901.0,Bachelor's or Higher,318234.0,Median Income,80445.0,Percent Estimate,0.1345148363918394
District of Columbia ,Under 18 years,127901.0,Bachelor's or Higher,318234.0,Mean Income,103354.0,Below Poverty Estimate,90534.0
District of Columbia ,Under 18 years,127901.0,Bachelor's or Higher,318234.0,Mean Income,103354.0,Total Estimate,673041.0
District of Columbia ,Under 18 years,127901.0,Bachelor's or Higher,318234.0,Mean Income,103354.0,Percent Estimate,0.1345148363918394
District of Columbia ,Under 18 years,127901.0,Proportion BA or Higher,0.551,Median Income,80445.0,Below Poverty Estimate,90534.0
District of Columbia ,Under 18 years,127901.0,Proportion BA or Higher,0.551,Median Income,80445.0,Total Estimate,673041.0
District of Columbia ,Under 18 years,127901.0,Proportion BA or Higher,0.551,Median Income,80445.0,Percent Estimate,0.1345148363918394
District of Columbia ,Under 18 years,127901.0,Proportion BA or Higher,0.551,Mean Income,103354.0,Below Poverty Estimate,90534.0
District of Columbia ,Under 18 years,127901.0,Proportion BA or Higher,0.551,Mean Income,103354.0,Total Estimate,673041.0
District of Columbia ,Under 18 years,127901.0,Proportion BA or Higher,0.551,Mean Income,103354.0,Percent Estimate,0.1345148363918394
District of Columbia ,Under 18 years,127901.0,Total,577848.0,Median Income,80445.0,Below Poverty Estimate,90534.0
District of Columbia ,Under 18 years,127901.0,Total,577848.0,Median Income,80445.0,Total Estimate,673041.0
District of Columbia ,Under 18 years,127901.0,Total,577848.0,Median Income,80445.0,Percent Estimate,0.1345148363918394
District of Columbia ,Under 18 years,127901.0,Total,577848.0,Mean Income,103354.0,Below Poverty Estimate,90534.0
District of Columbia ,Under 18 years,127901.0,Total,577848.0,Mean Income,103354.0,Total Estimate,673041.0
District of Columbia ,Under 18 years,127901.0,Total,577848.0,Mean Income,103354.0,Percent Estimate,0.1345148363918394
District of Columbia ,18 to 64 years,490311.0,Less than High School,44367.0,Median Income,80445.0,Below Poverty Estimate,90534.0
District of Columbia ,18 to 64 years,490311.0,Less than High School,44367.0,Median Income,80445.0,Total Estimate,673041.0
District of Columbia ,18 to 64 years,490311.0,Less than High School,44367.0,Median Income,80445.0,Percent Estimate,0.1345148363918394
District of Columbia ,18 to 64 years,490311.0,Less than High School,44367.0,Mean Income,103354.0,Below Poverty Estimate,90534.0
District of Columbia ,18 to 64 years,490311.0,Less than High School,44367.0,Mean Income,103354.0,Total Estimate,673041.0
District of Columbia ,18 to 64 years,490311.0,Less than High School,44367.0,Mean Income,103354.0,Percent Estimate,0.1345148363918394
District of Columbia ,18 to 64 years,490311.0,Proportion Less than HS,0.077,Median Income,80445.0,Below Poverty Estimate,90534.0
District of Columbia ,18 to 64 years,490311.0,Proportion Less than HS,0.077,Median Income,80445.0,Total Estimate,673041.0
District of Columbia ,18 to 64 years,490311.0,Proportion Less than HS,0.077,Median Income,80445.0,Percent Estimate,0.1345148363918394
District of Columbia ,18 to 64 years,490311.0,Proportion Less than HS,0.077,Mean Income,103354.0,Below Poverty Estimate,90534.0
District of Columbia ,18 to 64 years,490311.0,Proportion Less than HS,0.077,Mean Income,103354.0,Total Estimate,673041.0
District of Columbia ,18 to 64 years,490311.0,Proportion Less than HS,0.077,Mean Income,103354.0,Percent Estimate,0.1345148363918394
District of Columbia ,18 to 64 years,490311.0,High School through Associates,215247.0,Median Income,80445.0,Below Poverty Estimate,90534.0
District of Columbia ,18 to 64 years,490311.0,High School through Associates,215247.0,Median Income,80445.0,Total Estimate,673041.0
District of Columbia ,18 to 64 years,490311.0,High School through Associates,215247.0,Median Income,80445.0,Percent Estimate,0.1345148363918394
District of Columbia ,18 to 64 years,490311.0,High School through Associates,215247.0,Mean Income,103354.0,Below Poverty Estimate,90534.0
District of Columbia ,18 to 64 years,490311.0,High School through Associates,215247.0,Mean Income,103354.0,Total Estimate,673041.0
District of Columbia ,18 to 64 years,490311.0,High School through Associates,215247.0,Mean Income,103354.0,Percent Estimate,0.1345148363918394
District of Columbia ,18 to 64 years,490311.0,Proportion HS through AA,0.372,Median Income,80445.0,Below Poverty Estimate,90534.0
District of Columbia ,18 to 64 years,490311.0,Proportion HS through AA,0.372,Median Income,80445.0,Total Estimate,673041.0
District of Columbia ,18 to 64 years,490311.0,Proportion HS through AA,0.372,Median Income,80445.0,Percent Estimate,0.1345148363918394
District of Columbia ,18 to 64 years,490311.0,Proportion HS through AA,0.372,Mean Income,103354.0,Below Poverty Estimate,90534.0
District of Columbia ,18 to 64 years,490311.0,Proportion HS through AA,0.372,Mean Income,103354.0,Total Estimate,673041.0
District of Columbia ,18 to 64 years,490311.0,Proportion HS through AA,0.372,Mean Income,103354.0,Percent Estimate,0.1345148363918394
District of Columbia ,18 to 64 years,490311.0,Bachelor's or Higher,318234.0,Median Income,80445.0,Below Poverty Estimate,90534.0
District of Columbia ,18 to 64 years,490311.0,Bachelor's or Higher,318234.0,Median Income,80445.0,Total Estimate,673041.0
District of Columbia ,18 to 64 years,490311.0,Bachelor's or Higher,318234.0,Median Income,80445.0,Percent Estimate,0.1345148363918394
District of Columbia ,18 to 64 years,490311.0,Bachelor's or Higher,318234.0,Mean Income,103354.0,Below Poverty Estimate,90534.0
District of Columbia ,18 to 64 years,490311.0,Bachelor's or Higher,318234.0,Mean Income,103354.0,Total Estimate,673041.0
District of Columbia ,18 to 64 years,490311.0,Bachelor's or Higher,318234.0,Mean Income,103354.0,Percent Estimate,0.1345148363918394
District of Columbia ,18 to 64 years,490311.0,Proportion BA or Higher,0.551,Median Income,80445.0,Below Poverty Estimate,90534.0
District of Columbia ,18 to 64 years,490311.0,Proportion BA or Higher,0.551,Median Income,80445.0,Total Estimate,673041.0
District of Columbia ,18 to 64 years,490311.0,Proportion BA or Higher,0.551,Median Income,80445.0,Percent Estimate,0.1345148363918394
District of Columbia ,18 to 64 years,490311.0,Proportion BA or Higher,0.551,Mean Income,103354.0,Below Poverty Estimate,90534.0
District of Columbia ,18 to 64 years,490311.0,Proportion BA or Higher,0.551,Mean Income,103354.0,Total Estimate,673041.0
District of Columbia ,18 to 64 years,490311.0,Proportion BA or Higher,0.551,Mean Income,103354.0,Percent Estimate,0.1345148363918394
District of Columbia ,18 to 64 years,490311.0,Total,577848.0,Median Income,80445.0,Below Poverty Estimate,90534.0
District of Columbia ,18 to 64 years,490311.0,Total,577848.0,Median Income,80445.0,Total Estimate,673041.0
District of Columbia ,18 to 64 years,490311.0,Total,577848.0,Median Income,80445.0,Percent Estimate,0.1345148363918394
District of Columbia ,18 to 64 years,490311.0,Total,577848.0,Mean Income,103354.0,Below Poverty Estimate,90534.0
District of Columbia ,18 to 64 years,490311.0,Total,577848.0,Mean Income,103354.0,Total Estimate,673041.0
District of Columbia ,18 to 64 years,490311.0,Total,577848.0,Mean Income,103354.0,Percent Estimate,0.1345148363918394
District of Columbia ,65 years and over,87537.0,Less than High School,44367.0,Median Income,80445.0,Below Poverty Estimate,90534.0
District of Columbia ,65 years and over,87537.0,Less than High School,44367.0,Median Income,80445.0,Total Estimate,673041.0
District of Columbia ,65 years and over,87537.0,Less than High School,44367.0,Median Income,80445.0,Percent Estimate,0.1345148363918394
District of Columbia ,65 years and over,87537.0,Less than High School,44367.0,Mean Income,103354.0,Below Poverty Estimate,90534.0
District of Columbia ,65 years and over,87537.0,Less than High School,44367.0,Mean Income,103354.0,Total Estimate,673041.0
District of Columbia ,65 years and over,87537.0,Less than High School,44367.0,Mean Income,103354.0,Percent Estimate,0.1345148363918394
District of Columbia ,65 years and over,87537.0,Proportion Less than HS,0.077,Median Income,80445.0,Below Poverty Estimate,90534.0
District of Columbia ,65 years and over,87537.0,Proportion Less than HS,0.077,Median Income,80445.0,Total Estimate,673041.0
